
 occurs 35772 times.
sendStickyBroadcast occurs 2 times.
sendTextMessage occurs 1 times.
sendUpgradeCompleteBroadcast occurs 2 times.
sendViaSsh occurs 3 times.
sendWithFTPDialog occurs 1 times.
serialize occurs 15 times.
serializeEndTag occurs 9 times.
serializeFlags occurs 6 times.
serializeOpenTag occurs 9 times.
serializePrettyHtml occurs 3 times.
serializePrettyXml occurs 3 times.
serviceEnabled occurs 1 times.
set occurs 3 times.
setAccountDescription occurs 1 times.
setAccountName occurs 1 times.
setActionBarSubTitle occurs 2 times.
setActionBarTitle occurs 2 times.
setActionBarUnread occurs 2 times.
setActionName occurs 1 times.
setActionProvider occurs 8 times.
setActionType occurs 1 times.
setActionView occurs 18 times.
setActionViewExpanded occurs 2 times.
setActive occurs 3 times.
setActiveMessage occurs 1 times.
setActivityChooserModel occurs 4 times.
setActivityChooserPolicyIfNeeded occurs 6 times.
setActivitySorter occurs 2 times.
setAdapter occurs 21 times.
setAddToHomeScreenIcon occurs 1 times.
setAddress occurs 1 times.
setAdvancedXmlEscape occurs 1 times.
setAdvancedxmlescape occurs 1 times.
setAlbumChoices occurs 2 times.
setAlbumLayout occurs 1 times.
setAlbumPhoto occurs 1 times.
setAlbumProfileHeader occurs 1 times.
setAlbumSongSortOrder occurs 1 times.
setAlbumSortOrder occurs 1 times.
setAlertText occurs 1 times.
setAllowCollapse occurs 2 times.
setAllowHtmlInsideAttributes occurs 1 times.
setAllowMultiWordAttributes occurs 1 times.
setAllowRemoteSearch occurs 1 times.
setAllowhtmlinsideattributes occurs 1 times.
setAllowmultiwordattributes occurs 1 times.
setAlpha occurs 17 times.
setAlphaLayer occurs 4 times.
setAlphaLayerValue occurs 3 times.
setAlphaOnViewBackground occurs 3 times.
setAlphaSliderText occurs 3 times.
setAlphaSliderVisible occurs 2 times.
setAlphabeticShortcut occurs 8 times.
setAlwaysBcc occurs 1 times.
setAlwaysShowCcBcc occurs 1 times.
setAmountMajor occurs 1 times.
setAmountMinor occurs 1 times.
setAnchorView occurs 8 times.
setAnimatedValue occurs 6 times.
setAnimation occurs 8 times.
setAnimations occurs 1 times.
setAppName occurs 2 times.
setAppSearchData occurs 2 times.
setArchiveFolderName occurs 1 times.
setArtistAlbumPhoto occurs 1 times.
setArtistAlbumSortOrder occurs 1 times.
setArtistChoices occurs 2 times.
setArtistLayout occurs 1 times.
setArtistPhoto occurs 1 times.
setArtistProfileHeader occurs 1 times.
setArtistSongSortOrder occurs 1 times.
setArtistSortOrder occurs 1 times.
setAttachmentCallback occurs 1 times.
setAttachmentDefaultPath occurs 1 times.
setAttachmentId occurs 1 times.
setAttachmentsEnabled occurs 1 times.
setAttribute occurs 4 times.
setAttributes occurs 6 times.
setAudioSessionId occurs 2 times.
setAutoExpandFolderName occurs 1 times.
setAutoShutdown occurs 4 times.
setAutofitWidth occurs 1 times.
setAutomaticCheckIntervalMinutes occurs 1 times.
setBackground occurs 2 times.
setBackgroundColor occurs 3 times.
setBackgroundDrawable occurs 25 times.
setBackgroundFilter occurs 1 times.
setBackgroundOps occurs 5 times.
setBackgroundResource occurs 4 times.
setBaselineAligned occurs 2 times.
setBelongsTo occurs 1 times.
setBlackList occurs 1 times.
setBoard occurs 40 times.
setBody occurs 5 times.
setBodyForDisplay occurs 1 times.
setBooleanAttributeValues occurs 1 times.
setBooleanatts occurs 1 times.
setBorderColor occurs 2 times.
setBssid occurs 1 times.
setButton occurs 2 times.
setCacheColorHint occurs 2 times.
setCallback occurs 21 times.
setCapabilities occurs 1 times.
setCategoryButton occurs 4 times.
setCentered occurs 2 times.
setChangeContactNameColor occurs 1 times.
setCharset occurs 6 times.
setCheckMailListener occurs 1 times.
setCheckable occurs 16 times.
setChecked occurs 14 times.
setCheckedInt occurs 4 times.
setCheckedItems occurs 1 times.
setChildTags occurs 1 times.
setChildren occurs 1 times.
setChipColor occurs 1 times.
setChooserPrefAndSummary occurs 3 times.
setChosenApplication occurs 1 times.
setChosenAttribute occurs 1 times.
setChosenModelAction occurs 1 times.
setChosenModelFilter occurs 1 times.
setChosenRuleAction occurs 1 times.
setChosenRuleActionDataOld occurs 1 times.
setChosenRuleFilter occurs 1 times.
setChosenRuleFilterDataOld occurs 1 times.
setClickable occurs 2 times.
setClipPadding occurs 1 times.
setCollapsable occurs 2 times.
setColor occurs 6 times.
setColorFilter occurs 3 times.
setCombinedPrefix occurs 2 times.
setComponentEnabled occurs 5 times.
setComposedMessageLength occurs 1 times.
setComposedMessageOffset occurs 1 times.
setCompoundDrawablesAlpha occurs 1 times.
setCompression occurs 1 times.
setConfirmDelete occurs 1 times.
setConfirmDeleteFromNotification occurs 1 times.
setConfirmDeleteStarred occurs 1 times.
setConfirmSpam occurs 1 times.
setContactNameColor occurs 1 times.
setContent occurs 8 times.
setContentDescription occurs 24 times.
setContentHeight occurs 12 times.
setContentResolver occurs 1 times.
setContentView occurs 147 times.
setContentWidth occurs 8 times.
setContextCapabilities occurs 3 times.
setContextView occurs 2 times.
setContinueAfterTags occurs 1 times.
setConvertedAmount occurs 11 times.
setCopyTags occurs 1 times.
setCount occurs 2 times.
setCountSearchMessages occurs 1 times.
setCounter occurs 4 times.
setCryptoApp occurs 1 times.
setCryptoAutoEncrypt occurs 1 times.
setCryptoAutoSignature occurs 1 times.
setCurrency occurs 2 times.
setCurrentAccount occurs 5 times.
setCurrentItem occurs 22 times.
setCurrentMenuInfo occurs 2 times.
setCurrentPage occurs 1 times.
setCurrentPlayTime occurs 8 times.
setCurrentState occurs 1 times.
setCurrentTab occurs 3 times.
setCurrentValue occurs 4 times.
setCursor occurs 1 times.
setCustomNavigationView occurs 2 times.
setCustomView occurs 44 times.
setDataModel occurs 2 times.
setDataSource occurs 1 times.
setDataSourceImpl occurs 2 times.
setDatabaseId occurs 1 times.
setDatabasesUpToDate occurs 1 times.
setDate occurs 9 times.
setDateTime occurs 2 times.
setDecryptedData occurs 1 times.
setDefault occurs 7 times.
setDefaultAccount occurs 2 times.
setDefaultActionButtonContentDescription occurs 2 times.
setDefaultActivity occurs 2 times.
setDefaultNotificationValue occurs 1 times.
setDefaultPreferences occurs 2 times.
setDefaultQuotedTextShown occurs 1 times.
setDefaultRules occurs 2 times.
setDefaultShowAsAction occurs 2 times.
setDefaultThemeColor occurs 1 times.
setDefaultValue occurs 1 times.
setDelayTime occurs 1 times.
setDeletePolicy occurs 1 times.
setDeprecated occurs 1 times.
setDescendantFocusability occurs 2 times.
setDescription occurs 5 times.
setDest occurs 1 times.
setDialog occurs 2 times.
setDialogLayoutResource occurs 4 times.
setDimensions occurs 8 times.
setDisableScrollingWhileRefreshing occurs 1 times.
setDisclaimerAccepted occurs 3 times.
setDisplay occurs 9 times.
setDisplayClass occurs 1 times.
setDisplayCount occurs 1 times.
setDisplayHiddenFiles occurs 2 times.
setDisplayHomeAsUpEnabled occurs 7 times.
setDisplayMode occurs 14 times.
setDisplayOptions occurs 32 times.
setDisplayShowCustomEnabled occurs 6 times.
setDisplayShowHomeEnabled occurs 6 times.
setDisplayShowTitleEnabled occurs 6 times.
setDisplayUseLogoEnabled occurs 6 times.
setDisplayedChild occurs 2 times.
setDividerDrawable occurs 6 times.
setDividerPadding occurs 2 times.
setDocType occurs 2 times.
setDraftsFolderName occurs 1 times.
setDragEnabled occurs 1 times.
setDragHandleId occurs 1 times.
setDragInitMode occurs 3 times.
setDragListener occurs 2 times.
setDragScrollProfile occurs 1 times.
setDragScrollStart occurs 2 times.
setDragScrollStarts occurs 2 times.
setDragSortListener occurs 1 times.
setDropListener occurs 2 times.
setDropdownAdapter occurs 2 times.
setDropdownSelectedPosition occurs 2 times.
setDuration occurs 16 times.
setEmail occurs 4 times.
setEmbeddedTabView occurs 2 times.
setEmbeddedTitleBar occurs 1 times.
setEmbeddedTitleBarCompat occurs 1 times.
setEmbeddedTitleBarJellyBean occurs 3 times.
setEmptyView occurs 7 times.
setEmptyViewInternal occurs 5 times.
setEnabled occurs 21 times.
setEncoding occurs 4 times.
setEncryptedData occurs 1 times.
setEncryptionKeys occurs 1 times.
setEvaluator occurs 6 times.
setEventName occurs 1 times.
setExclusiveCheckable occurs 4 times.
setExclusiveItemChecked occurs 2 times.
setExitFadeDuration occurs 1 times.
setExpandActivityOverflowButtonContentDescription occurs 2 times.
setExpandActivityOverflowButtonDrawable occurs 2 times.
setExpandedActionViewsExclusive occurs 2 times.
setExpandedFormat occurs 2 times.
setExpungePolicy occurs 1 times.
setFadeDelay occurs 2 times.
setFadeLength occurs 2 times.
setFades occurs 2 times.
setFatalTag occurs 1 times.
setFavoriteIcon occurs 1 times.
setFeatureInt occurs 12 times.
setFileFilterClass occurs 3 times.
setFillAfter occurs 2 times.
setFillColor occurs 1 times.
setFillViewport occurs 3 times.
setFilter occurs 1 times.
setFilterMode occurs 2 times.
setFilterTouchEvents occurs 2 times.
setFinalizer occurs 4 times.
setFirstInAnimation occurs 1 times.
setFirstOutAnimation occurs 1 times.
setFlag occurs 23 times.
setFlagForSelected occurs 5 times.
setFlagForThreads occurs 2 times.
setFlagForThreadsInCache occurs 2 times.
setFlagInCache occurs 2 times.
setFlagInternal occurs 8 times.
setFlagSynchronous occurs 3 times.
setFlags occurs 15 times.
setFlingToExposeMasterEnabled occurs 1 times.
setFloatAlpha occurs 1 times.
setFloatValues occurs 12 times.
setFloatViewManager occurs 1 times.
setFlushMode occurs 2 times.
setFocusable occurs 17 times.
setFocusableInTouchMode occurs 4 times.
setFolderDisplayMode occurs 1 times.
setFolderName occurs 1 times.
setFolderPushMode occurs 1 times.
setFolderStatus occurs 1 times.
setFolderSyncMode occurs 1 times.
setFolderTargetMode occurs 1 times.
setFooterColor occurs 2 times.
setFooterIndicatorHeight occurs 1 times.
setFooterIndicatorPadding occurs 1 times.
setFooterIndicatorStyle occurs 1 times.
setFooterInsertionPoint occurs 1 times.
setFooterLineHeight occurs 1 times.
setForceShowIcon occurs 6 times.
setFormed occurs 3 times.
setFraction occurs 2 times.
setFragment occurs 1 times.
setFrameDelay occurs 2 times.
setFrequency occurs 1 times.
setFrom occurs 3 times.
setGapWidth occurs 1 times.
setGesturesEnabled occurs 1 times.
setGmailSignaturePrefDescription occurs 2 times.
setGoToUnreadMessageSearch occurs 1 times.
setGravity occurs 5 times.
setGroupCheckable occurs 8 times.
setGroupEnabled occurs 8 times.
setGroupVisible occurs 8 times.
setHandler occurs 1 times.
setHasEmbeddedTabs occurs 6 times.
setHasOptionsMenu occurs 18 times.
setHeader occurs 23 times.
setHeaderIcon occurs 12 times.
setHeaderIconInt occurs 4 times.
setHeaderInsertionPoint occurs 1 times.
setHeaderInternal occurs 12 times.
setHeaderScroll occurs 5 times.
setHeaderTitle occurs 12 times.
setHeaderTitleInt occurs 4 times.
setHeaderView occurs 6 times.
setHeaderViewInt occurs 2 times.
setHeaders occurs 1 times.
setHeight occurs 1 times.
setHideSpecialAccounts occurs 1 times.
setHigherTags occurs 1 times.
setHistoryMaxSize occurs 2 times.
setHomeButtonEnabled occurs 12 times.
setHorizontalOffset occurs 4 times.
setHorizontalScrollBarEnabled occurs 4 times.
setHyphenReplacementInComment occurs 1 times.
setHyphenreplacement occurs 1 times.
setID occurs 1 times.
setIcon occurs 73 times.
setIconified occurs 6 times.
setIconifiedByDefault occurs 8 times.
setId occurs 4 times.
setIdentities occurs 1 times.
setIdleRefreshMinutes occurs 1 times.
setIgnorePermitted occurs 1 times.
setIgnoreQuestAndExclam occurs 1 times.
setIgnoreqe occurs 1 times.
setImageCache occurs 1 times.
setImageDrawable occurs 10 times.
setImeOptions occurs 4 times.
setImeVisibility occurs 12 times.
setInAnimation occurs 2 times.
setInReplyTo occurs 2 times.
setInTopGroup occurs 1 times.
setInboxFolderName occurs 1 times.
setIncharset occurs 1 times.
setIndeterminate occurs 4 times.
setIndeterminateDrawable occurs 4 times.
setInitialActivityCount occurs 2 times.
setInitialBuffer occurs 1 times.
setInitialScale occurs 2 times.
setInitialScreenState occurs 2 times.
setInnerHtml occurs 1 times.
setInputMethodMode occurs 4 times.
setInputType occurs 4 times.
setInsertionLocation occurs 1 times.
setIntValues occurs 12 times.
setIntegrate occurs 1 times.
setIntent occurs 18 times.
setInternalDate occurs 1 times.
setInternalSentDate occurs 2 times.
setInterpolator occurs 16 times.
setIsActionButton occurs 2 times.
setIsEnabled occurs 3 times.
setItem occurs 8 times.
setItemInvoker occurs 2 times.
setItemLimit occurs 2 times.
setItemPositions occurs 2 times.
setItems occurs 1 times.
setItemsToMove occurs 1 times.
setKeyframes occurs 2 times.
setLabel occurs 3 times.
setLanguage occurs 2 times.
setLastAutomaticCheckTime occurs 1 times.
setLastCertChain occurs 1 times.
setLastChecked occurs 3 times.
setLastException occurs 2 times.
setLastLocation occurs 1 times.
setLastPush occurs 3 times.
setLastRefresh occurs 3 times.
setLastSelectedFolderName occurs 1 times.
setLastUpdatedLabel occurs 4 times.
setLatestOldMessageSeenTime occurs 1 times.
setLayerType occurs 3 times.
setLayoutGravity occurs 1 times.
setLayoutParams occurs 1 times.
setLayoutType occurs 4 times.
setLed occurs 1 times.
setLedColor occurs 1 times.
setLengths occurs 1 times.
setLevel occurs 2 times.
setLexicView occurs 12 times.
setLinePosition occurs 1 times.
setLineWidth occurs 1 times.
setLinkSpeed occurs 1 times.
setLinkspeed occurs 1 times.
setListAdapter occurs 6 times.
setListNavigationCallbacks occurs 6 times.
setListener occurs 1 times.
setListeners occurs 1 times.
setLoadExtraData occurs 2 times.
setLoadPictures occurs 5 times.
setLoadingDrawable occurs 6 times.
setLocalStorageProviderId occurs 1 times.
setLocation occurs 12 times.
setLogEventID occurs 1 times.
setLogo occurs 18 times.
setLongClickable occurs 4 times.
setManualSearch occurs 1 times.
setMarkMessageAsReadOnView occurs 1 times.
setMax occurs 7 times.
setMaxActivityCount occurs 2 times.
setMaxFileCount occurs 2 times.
setMaxPushFolders occurs 1 times.
setMaxScrollSpeed occurs 1 times.
setMaxWidth occurs 4 times.
setMaximumAutoDownloadMessageSize occurs 1 times.
setMaximumPolledMessageAge occurs 1 times.
setMeasureAccounts occurs 1 times.
setMeasureWithLargestChildEnabled occurs 2 times.
setMeasuredDimension occurs 46 times.
setMenu occurs 2 times.
setMenuInfo occurs 2 times.
setMenuItemColor occurs 6 times.
setMenuState occurs 1 times.
setMessage occurs 8 times.
setMessageComposeInput occurs 1 times.
setMessageFormat occurs 3 times.
setMessageHeader occurs 1 times.
setMessageId occurs 3 times.
setMessageListCheckboxes occurs 1 times.
setMessageListDate occurs 1 times.
setMessageListPreview occurs 1 times.
setMessageListPreviewLines occurs 1 times.
setMessageListProgress occurs 2 times.
setMessageListSender occurs 1 times.
setMessageListSenderAboveSubject occurs 1 times.
setMessageListSubTitle occurs 2 times.
setMessageListSubject occurs 1 times.
setMessageListTitle occurs 2 times.
setMessageReadReceipt occurs 1 times.
setMessageViewAdditionalHeaders occurs 1 times.
setMessageViewCC occurs 1 times.
setMessageViewContent occurs 2 times.
setMessageViewDate occurs 1 times.
setMessageViewFixedWidthFont occurs 1 times.
setMessageViewReturnToList occurs 1 times.
setMessageViewSender occurs 1 times.
setMessageViewShowNext occurs 1 times.
setMessageViewSubject occurs 1 times.
setMessageViewTo occurs 1 times.
setMethod occurs 1 times.
setMethodAccountTypes occurs 2 times.
setMobileOptimizedLayout occurs 1 times.
setModal occurs 4 times.
setMode occurs 4 times.
setMultiSelection occurs 2 times.
setMusicStateListenerListener occurs 1 times.
setMustCloseTags occurs 1 times.
setName occurs 6 times.
setNamespacesAware occurs 1 times.
setNamespacesaware occurs 1 times.
setNavigationMode occurs 8 times.
setNetworkState occurs 3 times.
setNewHeaders occurs 1 times.
setNextDataSource occurs 2 times.
setNextSelectedPositionInt occurs 16 times.
setNextTrack occurs 3 times.
setNodebyxpath occurs 1 times.
setNonConfigurationInstance occurs 8 times.
setNotification occurs 6 times.
setNotificationDefaults occurs 1 times.
setNotificationForAudioJobError occurs 3 times.
setNotificationHideSubject occurs 1 times.
setNotificationQuickDeleteBehaviour occurs 1 times.
setNotificationShowsUnreadCount occurs 1 times.
setNotificationUri occurs 2 times.
setNotifyNewMail occurs 1 times.
setNotifySelfNewMail occurs 1 times.
setNumber occurs 1 times.
setNumericShortcut occurs 8 times.
setObject occurs 1 times.
setObjectValues occurs 6 times.
setOmitComments occurs 1 times.
setOmitDeprecatedTags occurs 1 times.
setOmitDoctypeDeclaration occurs 1 times.
setOmitHtmlEnvelope occurs 1 times.
setOmitUnknownTags occurs 1 times.
setOmitXmlDeclaration occurs 1 times.
setOmitcomments occurs 1 times.
setOmitdeprtags occurs 1 times.
setOmitdoctypedecl occurs 1 times.
setOmitenvelope occurs 1 times.
setOmithtmlenvelope occurs 1 times.
setOmitunknowntags occurs 1 times.
setOmitxmldecl occurs 1 times.
setOmnidroidEnabledPrefName occurs 3 times.
setOnActionExpandListener occurs 8 times.
setOnCenterItemClickListener occurs 1 times.
setOnChooseActivityListener occurs 2 times.
setOnClickListener occurs 9 times.
setOnCloseListener occurs 2 times.
setOnColorChangedListener occurs 1 times.
setOnDismissListener occurs 4 times.
setOnFlagListener occurs 2 times.
setOnItemClickListener occurs 10 times.
setOnItemLongClickListener occurs 2 times.
setOnItemSelectedListener occurs 2 times.
setOnLastItemVisibleListener occurs 1 times.
setOnLayoutChangedListener occurs 1 times.
setOnLongClickListener occurs 5 times.
setOnMasterVisibilityChangedListener occurs 1 times.
setOnMenuItemClickListener occurs 8 times.
setOnPageChangeListener occurs 7 times.
setOnPreferenceChangeListener occurs 1 times.
setOnPullEventListener occurs 2 times.
setOnQueryTextFocusChangeListener occurs 2 times.
setOnQueryTextListener occurs 2 times.
setOnRefreshListener occurs 8 times.
setOnScreenStateChangedListener occurs 1 times.
setOnScrollListener occurs 2 times.
setOnSearchClickListener occurs 2 times.
setOnShareTargetSelectedListener occurs 2 times.
setOnSuggestionListener occurs 2 times.
setOnSwitchCompleteListener occurs 1 times.
setOnTabReselectedListener occurs 1 times.
setOnTouchListener occurs 2 times.
setOptionalIconsVisible occurs 2 times.
setOrientation occurs 3 times.
setOtherChoices occurs 2 times.
setOutAnimation occurs 2 times.
setOutcharset occurs 1 times.
setOutputtype occurs 1 times.
setOverScrollMode occurs 1 times.
setOverflowReserved occurs 2 times.
setOverflowStyle occurs 1 times.
setOverlayClickable occurs 2 times.
setOverlayOnClickListener occurs 2 times.
setPadding occurs 1 times.
setPageColor occurs 1 times.
setPagingEnabled occurs 1 times.
setParameters occurs 2 times.
setParent occurs 2 times.
setPassword occurs 1 times.
setPasswordCheckDelayNanoSeconds occurs 2 times.
setPathDelimeter occurs 2 times.
setPathPrefix occurs 2 times.
setPauseDiskCache occurs 6 times.
setPayee occurs 1 times.
setPaymentType occurs 1 times.
setPermanentFailure occurs 1 times.
setPermittedTags occurs 1 times.
setPersistent occurs 1 times.
setPersonal occurs 1 times.
setPhoneLoud occurs 2 times.
setPhoneSilent occurs 2 times.
setPhoneVibrate occurs 2 times.
setPlaylistOrGenrePhoto occurs 1 times.
setPlaylistOrGenreProfileHeader occurs 1 times.
setPolicy occurs 1 times.
setPosition occurs 2 times.
setPreamble occurs 1 times.
setPrefix occurs 1 times.
setPresenter occurs 2 times.
setPrimaryBackground occurs 2 times.
setProgress occurs 40 times.
setProgressBarIndeterminate occurs 6 times.
setProgressBarIndeterminateVisibility occurs 14 times.
setProgressBarVisibility occurs 10 times.
setProgressDrawable occurs 5 times.
setPrompt occurs 4 times.
setPromptId occurs 2 times.
setPromptPosition occurs 4 times.
setPromptText occurs 6 times.
setProperty occurs 6 times.
setPropertyName occurs 6 times.
setProtectionDependentsState occurs 4 times.
setProvider occurs 2 times.
setPruneTags occurs 3 times.
setPrunetags occurs 1 times.
setPullLabel occurs 5 times.
setPullToRefreshEnabled occurs 4 times.
setPullToRefreshOverScrollEnabled occurs 2 times.
setPushActive occurs 5 times.
setPushClass occurs 1 times.
setPushPollOnConnect occurs 1 times.
setPushState occurs 2 times.
setQuery occurs 12 times.
setQueryHint occurs 4 times.
setQueryRefinement occurs 2 times.
setQueryRefinementEnabled occurs 2 times.
setQueuePosition occurs 3 times.
setQuietTimeEnabled occurs 1 times.
setQuietTimeEnds occurs 1 times.
setQuietTimeStarts occurs 1 times.
setQuotePrefix occurs 1 times.
setQuoteStyle occurs 1 times.
setQuotedContent occurs 1 times.
setQwertyMode occurs 10 times.
setRadius occurs 1 times.
setReadStatus occurs 1 times.
setReadTimeout occurs 2 times.
setRecentLayout occurs 1 times.
setRecipient occurs 1 times.
setRecipients occurs 4 times.
setRecognizeUnicodeChars occurs 1 times.
setReferenceCounted occurs 1 times.
setReferences occurs 2 times.
setRefreshing occurs 7 times.
setRefreshingLabel occurs 5 times.
setReleaseLabel occurs 6 times.
setRememberLastLocation occurs 1 times.
setRemoteSearchFullText occurs 1 times.
setRemoteSearchNumResults occurs 1 times.
setRemoveEnabled occurs 1 times.
setRemoveListener occurs 2 times.
setRemoveMode occurs 2 times.
setRepeatCount occurs 2 times.
setRepeatListener occurs 1 times.
setRepeatMode occurs 8 times.
setReplyAfterQuote occurs 1 times.
setReplyTo occurs 4 times.
setRequestedOrientation occurs 1 times.
setRequiredParent occurs 1 times.
setReserveOverflow occurs 2 times.
setResult occurs 32 times.
setRetainInstance occurs 3 times.
setRing occurs 1 times.
setRingNotified occurs 1 times.
setRingtone occurs 2 times.
setRootEvent occurs 1 times.
setRotateHandler occurs 2 times.
setRule occurs 1 times.
setRuleEnabled occurs 1 times.
setRuleName occurs 2 times.
setRuleNameAndDescription occurs 2 times.
setRulesEnabled occurs 1 times.
setSSID occurs 1 times.
setScaleX occurs 2 times.
setScaleY occurs 2 times.
setScreenBrightness occurs 2 times.
setScrollAnimationInterpolator occurs 2 times.
setScrollEmptyView occurs 1 times.
setScrollX occurs 2 times.
setScrollY occurs 2 times.
setScrollingWhileRefreshingEnabled occurs 4 times.
setSearchIcon occurs 1 times.
setSearchView occurs 2 times.
setSearchableFolders occurs 1 times.
setSearchableInfo occurs 2 times.
setSecondInAnimation occurs 1 times.
setSecondOutAnimation occurs 1 times.
setSecondaryProgress occurs 14 times.
setSelected occurs 2 times.
setSelectedBold occurs 1 times.
setSelectedColor occurs 5 times.
setSelectedFolder occurs 1 times.
setSelectedNavigationItem occurs 8 times.
setSelectedPositionInt occurs 8 times.
setSelection occurs 13 times.
setSelectionFromTop occurs 2 times.
setSelectionInt occurs 4 times.
setSelectionState occurs 3 times.
setSentDate occurs 2 times.
setSentFolderName occurs 1 times.
setServiceAlarm occurs 1 times.
setServiceStarted occurs 2 times.
setServicesEnabled occurs 4 times.
setSettings occurs 1 times.
setShareHistoryFileName occurs 2 times.
setShareIntent occurs 2 times.
setShopIcon occurs 1 times.
setShortcut occurs 16 times.
setShortcutsVisible occurs 4 times.
setShortcutsVisibleInner occurs 6 times.
setShow occurs 1 times.
setShowAsAction occurs 12 times.
setShowAsActionFlags occurs 8 times.
setShowContactName occurs 1 times.
setShowContactPicture occurs 1 times.
setShowCorrespondentNames occurs 1 times.
setShowDefaultActivity occurs 2 times.
setShowDividers occurs 2 times.
setShowDownloadButton occurs 1 times.
setShowFooterView occurs 2 times.
setShowHideAnimationEnabled occurs 2 times.
setShowIndicator occurs 1 times.
setShowOngoing occurs 1 times.
setShowPictures occurs 3 times.
setShowTimeForOldDays occurs 3 times.
setShowTimeForOldDaysThisYear occurs 3 times.
setShowViewWhileRefreshing occurs 2 times.
setShuffleMode occurs 6 times.
setSignal occurs 2 times.
setSignature occurs 2 times.
setSignatureBeforeQuotedText occurs 1 times.
setSignatureKeyId occurs 1 times.
setSignatureSuccess occurs 1 times.
setSignatureUnknown occurs 1 times.
setSignatureUse occurs 2 times.
setSignatureUserId occurs 1 times.
setSize occurs 4 times.
setSleepPolicy occurs 1 times.
setSliderTrackerColor occurs 1 times.
setSmsSignaturePrefDescription occurs 2 times.
setSnap occurs 1 times.
setSongSortOrder occurs 1 times.
setSortAscending occurs 3 times.
setSortEnabled occurs 1 times.
setSortOrder occurs 9 times.
setSortType occurs 5 times.
setSpamFolderName occurs 1 times.
setSpecialentities occurs 1 times.
setSpinnerOptionValue occurs 1 times.
setSplitActionBar occurs 8 times.
setSplitBackground occurs 2 times.
setSplitBackgroundDrawable occurs 6 times.
setSplitView occurs 2 times.
setSplitViewMode occurs 1 times.
setSplitWhenNarrow occurs 2 times.
setSrc occurs 1 times.
setSsid occurs 2 times.
setStackedBackground occurs 2 times.
setStackedBackgroundDrawable occurs 6 times.
setStartDelay occurs 6 times.
setStartId occurs 1 times.
setStartIntegratedInbox occurs 1 times.
setStartPage occurs 1 times.
setStatNotif occurs 4 times.
setState occurs 9 times.
setStatus occurs 5 times.
setStorageProviderId occurs 1 times.
setStoreUri occurs 1 times.
setStripSignature occurs 1 times.
setStrokeColor occurs 1 times.
setStrokeWidth occurs 3 times.
setSubHeaderText occurs 2 times.
setSubMenu occurs 2 times.
setSubTextAppearance occurs 2 times.
setSubTextColor occurs 2 times.
setSubType occurs 2 times.
setSubUiVisibilityListener occurs 2 times.
setSubject occurs 3 times.
setSubmitButtonEnabled occurs 2 times.
setSubscribedFoldersOnly occurs 1 times.
setSubtitle occurs 39 times.
setSuggestionsAdapter occurs 2 times.
setSupportProgress occurs 11 times.
setSupportProgressBarIndeterminate occurs 10 times.
setSupportProgressBarIndeterminateVisibility occurs 15 times.
setSupportProgressBarVisibility occurs 10 times.
setSupportSecondaryProgress occurs 10 times.
setSyncClass occurs 1 times.
setSyncRemoteDeletions occurs 1 times.
setTabContainer occurs 2 times.
setTabListener occurs 6 times.
setTabListeners occurs 2 times.
setTabSelected occurs 6 times.
setTag occurs 10 times.
setTaginfofile occurs 1 times.
setTarget occurs 6 times.
setTempDirectory occurs 1 times.
setText occurs 49 times.
setTextAppearance occurs 2 times.
setTextColor occurs 5 times.
setTextCompat occurs 4 times.
setTextSize occurs 3 times.
setTextTypeface occurs 3 times.
setTheme occurs 13 times.
setThemePackageName occurs 2 times.
setThreadedViewEnabled occurs 1 times.
setThreshold occurs 2 times.
setTime occurs 4 times.
setTimestamp occurs 1 times.
setTitle occurs 120 times.
setTitleCondensed occurs 8 times.
setTitleImpl occurs 6 times.
setTitlePadding occurs 1 times.
setTobeDeleted occurs 1 times.
setTopPadding occurs 1 times.
setTouchPlay occurs 2 times.
setTransResCharsToNCR occurs 1 times.
setTransSpecialEntitiesToNCR occurs 1 times.
setTransform occurs 1 times.
setTransformations occurs 1 times.
setTransitioning occurs 2 times.
setTranslateSpecialEntities occurs 1 times.
setTranslationX occurs 6 times.
setTranslationY occurs 6 times.
setTransportUri occurs 1 times.
setTransrescharstoncr occurs 1 times.
setTransspecialentitiestoncr occurs 1 times.
setTrashFolderName occurs 1 times.
setTreatDeprecatedTagsAsContent occurs 1 times.
setTreatUnknownTagsAsContent occurs 1 times.
setTreatdeprtagsascontent occurs 1 times.
setTreatunknowntagsascontent occurs 1 times.
setTypeface occurs 1 times.
setURI occurs 2 times.
setUiOptions occurs 12 times.
setUid occurs 2 times.
setUnicodechars occurs 1 times.
setUnique occurs 1 times.
setUnreadCount occurs 2 times.
setUnselectedColor occurs 1 times.
setUnshifted occurs 4 times.
setUp occurs 41 times.
setUpAlphaRect occurs 2 times.
setUpChild occurs 6 times.
setUpColorRect occurs 2 times.
setUpHueRect occurs 2 times.
setUpPresets occurs 9 times.
setUpRemoteControlClient occurs 3 times.
setUpSatValRect occurs 2 times.
setUrl occurs 2 times.
setUseBackgroundAsUnreadIndicator occurs 1 times.
setUseCdataForScriptAndStyle occurs 1 times.
setUseEmptyElementTags occurs 1 times.
setUseFixedMessageViewTheme occurs 1 times.
setUseGalleryBugWorkaround occurs 1 times.
setUseVolumeKeysForListNavigation occurs 1 times.
